CarType,MediaType,Month,APV,Category
Colt Plus,無線電視,1,0,乘用車
Colt Plus,有線電視,1,0,乘用車
Colt Plus,報紙,1,0,乘用車
Colt Plus,雜誌,1,0,乘用車
Colt Plus,廣播,1,0,乘用車
Colt Plus,戶外,1,0,乘用車
Colt Plus,關鍵字廣告,1,0,乘用車
Colt Plus,展示型廣告,1,300000,乘用車
Colt Plus,口碑/內容操作,1,370200,乘用車
Colt Plus,影音廣告,1,700000,乘用車
Colt Plus,無線電視,2,0,乘用車
Colt Plus,有線電視,2,0,乘用車
Colt Plus,報紙,2,0,乘用車
Colt Plus,雜誌,2,0,乘用車
Colt Plus,廣播,2,0,乘用車
Colt Plus,戶外,2,0,乘用車
Colt Plus,關鍵字廣告,2,0,乘用車
Colt Plus,展示型廣告,2,250000,乘用車
Colt Plus,口碑/內容操作,2,55400,乘用車
Colt Plus,影音廣告,2,0,乘用車
Colt Plus,無線電視,3,0,乘用車
Colt Plus,有線電視,3,0,乘用車
Colt Plus,報紙,3,0,乘用車
Colt Plus,雜誌,3,0,乘用車
Colt Plus,廣播,3,0,乘用車
Colt Plus,戶外,3,0,乘用車
Colt Plus,關鍵字廣告,3,0,乘用車
Colt Plus,展示型廣告,3,0,乘用車
Colt Plus,口碑/內容操作,3,476800,乘用車
Colt Plus,影音廣告,3,0,乘用車
Colt Plus,無線電視,4,0,乘用車
Colt Plus,有線電視,4,0,乘用車
Colt Plus,報紙,4,0,乘用車
Colt Plus,雜誌,4,0,乘用車
Colt Plus,廣播,4,0,乘用車
Colt Plus,戶外,4,0,乘用車
Colt Plus,關鍵字廣告,4,0,乘用車
Colt Plus,展示型廣告,4,435000,乘用車
Colt Plus,口碑/內容操作,4,599000,乘用車
Colt Plus,影音廣告,4,0,乘用車
Colt Plus,無線電視,5,0,乘用車
Colt Plus,有線電視,5,0,乘用車
Colt Plus,報紙,5,0,乘用車
Colt Plus,雜誌,5,0,乘用車
Colt Plus,廣播,5,0,乘用車
Colt Plus,戶外,5,0,乘用車
Colt Plus,關鍵字廣告,5,0,乘用車
Colt Plus,展示型廣告,5,250000,乘用車
Colt Plus,口碑/內容操作,5,55000,乘用車
Colt Plus,影音廣告,5,0,乘用車
Colt Plus,無線電視,6,0,乘用車
Colt Plus,有線電視,6,0,乘用車
Colt Plus,報紙,6,0,乘用車
Colt Plus,雜誌,6,0,乘用車
Colt Plus,廣播,6,0,乘用車
Colt Plus,戶外,6,0,乘用車
Colt Plus,關鍵字廣告,6,0,乘用車
Colt Plus,展示型廣告,6,0,乘用車
Colt Plus,口碑/內容操作,6,82200,乘用車
Colt Plus,影音廣告,6,0,乘用車
Colt Plus,無線電視,7,0,乘用車
Colt Plus,有線電視,7,0,乘用車
Colt Plus,報紙,7,0,乘用車
Colt Plus,雜誌,7,0,乘用車
Colt Plus,廣播,7,0,乘用車
Colt Plus,戶外,7,0,乘用車
Colt Plus,關鍵字廣告,7,0,乘用車
Colt Plus,展示型廣告,7,0,乘用車
Colt Plus,口碑/內容操作,7,523800,乘用車
Colt Plus,影音廣告,7,0,乘用車
Colt Plus,無線電視,8,0,乘用車
Colt Plus,有線電視,8,0,乘用車
Colt Plus,報紙,8,0,乘用車
Colt Plus,雜誌,8,0,乘用車
Colt Plus,廣播,8,0,乘用車
Colt Plus,戶外,8,0,乘用車
Colt Plus,關鍵字廣告,8,0,乘用車
Colt Plus,展示型廣告,8,100000,乘用車
Colt Plus,口碑/內容操作,8,401400,乘用車
Colt Plus,影音廣告,8,0,乘用車
Colt Plus,無線電視,9,0,乘用車
Colt Plus,有線電視,9,0,乘用車
Colt Plus,報紙,9,0,乘用車
Colt Plus,雜誌,9,0,乘用車
Colt Plus,廣播,9,0,乘用車
Colt Plus,戶外,9,0,乘用車
Colt Plus,關鍵字廣告,9,0,乘用車
Colt Plus,展示型廣告,9,50000,乘用車
Colt Plus,口碑/內容操作,9,268800,乘用車
Colt Plus,影音廣告,9,0,乘用車
Colt Plus,無線電視,10,0,乘用車
Colt Plus,有線電視,10,0,乘用車
